Date,ECO,OIL,SP500,PSE,RATE,LECO,LRATE,LPSE,LOIL,LSP500,LOTECH
2018-11-21,48.05,54.630001068115234,2649.929931640625,2934.3798828125,2.36,3.8722421354163012,0.8586616190375187,7.984251426399503,4.000583201959434,7.882288477740371,0.09555262429102385
2018-11-28,51.13,50.290000915527344,2743.7900390625,3057.820068359375,2.35,3.934371409091908,0.8544153281560676,8.025457545110855,3.9178062683888313,7.917095469541609,0.08947625108707058
2018-12-05,49.98,53.25,2700.06005859375,3013.280029296875,2.38,3.9116229254068062,0.8671004876833833,8.010784475169023,3.9749978045895347,7.901029295668639,0.09662778295502683
2018-12-12,49.39,51.150001525878906,2651.070068359375,2995.800048828125,2.39,3.8997479745525334,0.8712933659434193,8.004966603033479,3.93476252222909,7.882718636856135,0.11568346444945732
2018-12-19,45.5,47.20000076293945,2506.9599609375,2816.169921875,2.35,3.817712325956905,0.8544153281560676,7.943133057032383,3.854393908755481,7.826826127124296,0.12977538637195973
2018-12-26,44.58,46.220001220703125,2467.699951171875,2761.739990234375,2.39,3.797285327957723,0.8712933659434193,7.9236161913172385,3.8334126312569468,7.811041801934142,0.13170025375612404
2019-01-02,45.34,46.540000915527344,2510.030029296875,2817.0400390625,2.37,3.814189645079383,0.8628899551470398,7.943441981145083,3.8403121775459836,7.82804999591756,0.12842178340810584
2019-01-09,48.37,52.36000061035156,2584.9599609375,2927.97998046875,2.4,3.878879786834892,0.8754687373538999,7.9820680377862265,3.958142952698528,7.85746529782354,0.12708952413105745
2019-01-16,49.46,52.310001373291016,2616.10009765625,2946.830078125,2.38,3.9011642620932703,0.8671004876833833,7.988485321803194,3.957187583635454,7.86943997547512,0.11724017406248155
2019-01-23,49.06,52.619998931884766,2638.699951171875,2978.4599609375,2.36,3.893044038830343,0.8586616190375187,7.999161654284919,3.9630962553134914,7.87804163211269,0.11623184954349242
2019-01-30,52.31,54.22999954223633,2681.050048828125,3061.780029296875,2.37,3.95718755738252,0.8628899551470398,8.026751734739925,3.9932342524118174,7.8939638060319215,0.12219294051531726
2019-02-06,53.91,54.0099983215332,2731.610107421875,3169.530029296875,2.37,3.9873159894635775,0.8628899551470398,8.061338600138047,3.989169183527836,7.912646497263818,0.13140087623825636
2019-02-13,54.53,53.900001525878906,2753.030029296875,3221.929931640625,2.39,3.9987510089379703,0.8712933659434193,8.077735816647762,3.9871305062243927,7.920457412927968,0.13718759360313548
